300
67 99
75 76
56 48
12 62
94 90
68 41
95 20
66 60
46 57
59 54
10 11
75 62
82 23
2 58
73 50
32 20
24 89
25 69
55 98
9 38
8 95
19 84
82 77
85 1
18 56
71 88
29 37
21 24
73 45
28 74
39 49
34 73
45 53
30 10
100 79
99 3
24 56
11 79
84 42
25 92
57 69
63 7
44 70
11 34
43 14
53 57
87 13
48 58
9 9
30 18
63 57
13 63
84 3
75 19
74 56
24 73
58 54
19 50
80 36
79 12
96 80
86 41
59 10
0 15
83 66
43 80
20 32
73 43
46 17
14 14
51 67
0 51
8 26
4 42
16 14
10 30
67 5
100 63
30 73
78 35
64 34
90 98
74 32
38 88
29 78
55 85
93 49
59 43
20 4
42 62
97 35
83 24
22 47
0 75
60 72
0 98
33 83
41 87
89 21
21 52
98 25
99 67
71 58
14 39
100 53
91 62
19 70
51 35
71 16
100 51
53 3
94 20
8 29
56 21
99 20
36 95
85 91
51 66
79 31
82 38
74 86
69 35
85 58
53 84
81 18
40 15
17 77
60 56
42 38
43 44
84 98
22 24
28 64
65 90
94 72
41 90
8 29
73 34
8 30
85 98
36 30
87 29
30 48
74 92
55 87
45 70
40 24
42 59
21 82
29 72
83 67
4 33
93 46
4 20
65 33
67 22
20 4
51 86
72 89
24 20
75 90
20 57
64 75
17 33
19 40
37 2
96 71
49 2
66 68
56 18
87 34
33 58
79 66
4 73
82 50
35 15
82 31
8 2
23 26
50 49
33 82
26 88
59 33
78 53
90 6
67 74
53 86
99 79
12 32
56 81
100 53
34 28
63 16
49 93
20 46
14 27
78 97
71 58
28 12
52 44
64 1
37 96
70 18
94 9
84 65
1 1
81 53
71 59
87 95
19 99
96 74
50 41
36 31
95 34
59 52
71 28
53 70
76 45
74 88
14 11
7 99
88 9
84 78
80 54
86 77
100 0
67 84
12 81
29 82
34 75
66 16
90 83
31 45
77 56
90 20
42 36
8 89
19 35
36 90
94 44
47 47
17 29
23 63
38 61
69 47
38 98
23 99
33 28
82 4
1 90
28 21
100 74
32 76
26 25
56 63
43 34
76 93
34 94
26 36
77 44
92 83
27 64
62 26
7 27
92 89
71 95
74 78
20 45
50 78
95 82
33 12
99 93
18 91
31 18
68 40
2 71
59 82
57 30
72 39
77 85
19 68
97 1
54 1
22 24
81 28
62 35
58 18
72 56
42 21
95 30
13 62
48 31
80 5
30 43
46 17
43 91
1 89
81 0
56 29
5 63
