350
3 15
2 21
57 61
67 99
64 65
2 81
82 56
11 53
31 66
58 0
96 5
47 88
51 65
94 83
2 80
59 75
87 25
57 99
51 43
99 85
78 45
97 65
35 29
64 96
12 21
87 24
25 83
68 39
43 62
31 18
0 23
50 80
47 32
63 74
16 55
1 47
27 94
24 5
45 51
67 92
90 17
100 81
31 20
89 54
88 62
78 76
93 46
36 28
2 51
60 100
40 90
8 76
11 44
98 70
19 23
25 37
6 15
36 7
35 39
12 76
2 5
45 17
46 56
45 10
96 75
53 28
69 53
65 42
38 77
40 16
86 64
16 71
49 40
96 88
40 32
41 91
33 57
83 7
19 77
89 40
28 88
10 31
74 9
46 86
44 53
26 16
46 43
61 83
89 50
77 98
51 92
27 48
50 75
18 16
31 45
69 13
37 23
56 13
39 39
45 71
21 38
39 35
66 64
96 72
18 41
51 39
67 96
45 40
49 61
17 58
78 54
44 4
62 96
4 93
30 0
40 57
57 63
25 94
88 25
60 35
91 44
23 93
87 5
19 67
26 59
38 63
62 69
89 60
23 9
8 81
71 90
68 56
82 65
43 63
13 99
63 21
39 37
94 55
47 27
30 81
16 87
95 40
74 67
80 3
68 5
1 46
66 94
11 77
64 72
29 71
39 70
60 33
67 79
70 10
75 66
74 18
9 69
61 81
67 98
64 88
99 14
96 3
77 46
67 40
44 93
27 92
48 38
9 70
89 20
27 62
70 39
49 98
36 54
24 43
58 53
21 87
100 64
40 30
59 96
33 45
15 70
93 93
74 72
39 24
91 61
90 1
40 37
11 14
83 95
18 70
97 67
17 57
26 12
66 91
58 16
25 76
55 53
71 67
97 86
36 74
97 78
35 25
13 5
19 24
4 21
61 25
94 73
60 22
33 12
82 9
67 39
14 94
11 56
36 29
88 76
91 4
74 86
63 29
4 5
60 30
82 2
79 100
36 4
64 3
83 40
34 58
83 10
75 19
100 12
6 23
22 54
35 85
85 46
22 16
79 11
7 3
67 9
15 77
76 37
9 74
68 45
6 23
80 32
84 21
47 78
15 70
9 32
48 64
91 58
18 45
35 80
96 87
34 82
73 84
81 89
27 45
32 73
6 70
38 35
0 80
22 29
100 62
7 48
21 16
95 11
16 11
89 0
74 13
17 62
88 54
9 5
60 54
21 89
77 91
41 49
5 59
93 77
8 83
21 41
36 41
52 18
50 67
79 45
47 17
31 87
0 78
14 90
10 63
62 92
55 100
50 89
19 45
7 69
38 18
60 79
16 18
47 54
77 26
45 57
84 39
60 71
54 92
92 59
81 12
50 62
43 40
87 56
9 6
28 87
69 59
9 85
1 54
32 71
61 92
34 22
35 75
43 20
50 95
88 100
92 27
38 71
84 100
6 35
87 36
45 76
46 95
19 52
91 63
85 59
90 82
26 12
99 14
17 78
60 60
39 0
64 87
16 81
54 2
71 26
92 52
70 76
19 66
70 77
26 13
41 55
15 93
5 98
44 3
18 36
90 47
